"No.","Time","Source","Destination","Protocol","Length","Info"
"1361","102.105570","127.0.0.1","127.0.0.1","TLSv1.3","79","Application Data"
"1362","102.105605","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=68561 Ack=12677 Win=52736 Len=0"
"1363","102.105649","127.0.0.1","127.0.0.1","TLSv1.3","79","Application Data"
"1364","102.105668","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=68561 Ack=12712 Win=52736 Len=0"
"1365","102.106305","127.0.0.1","127.0.0.1","TLSv1.3","151","Application Data"
"1366","102.106328","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=68561 Ack=12819 Win=52480 Len=0"
"1367","102.106385","127.0.0.1","127.0.0.1","TLSv1.3","451","Application Data"
"1368","102.106406","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=68561 Ack=13226 Win=52224 Len=0"
"1369","102.115330","127.0.0.1","127.0.0.1","TLSv1.3","85","Application Data"
"1370","102.115376","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=13226 Ack=68602 Win=64512 Len=0"
"1371","102.115421","127.0.0.1","127.0.0.1","TLSv1.3","396","Application Data"
"1372","102.115439","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=13226 Ack=68954 Win=64256 Len=0"
"1373","102.345229","127.0.0.1","127.0.0.1","TLSv1.3","566","Application Data"
"1374","102.345269","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=17806 Ack=121484 Win=54784 Len=0"
"1375","102.345439","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1376","102.345470","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=17806 Ack=121515 Win=54784 Len=0"
"1377","102.345522","127.0.0.1","127.0.0.1","TLSv1.3","79","Application Data"
"1378","102.345545","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=121515 Ack=17841 Win=47616 Len=0"
"1379","102.345684","127.0.0.1","127.0.0.1","TLSv1.3","82","Application Data"
"1380","102.345715","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=121515 Ack=17879 Win=47616 Len=0"
"1381","102.345745","127.0.0.1","127.0.0.1","TLSv1.3","114","Application Data"
"1382","102.345756","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=121515 Ack=17949 Win=47360 Len=0"
"1383","103.355563","127.0.0.1","127.0.0.1","TLSv1.3","566","Application Data"
"1384","103.355598","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=17949 Ack=122037 Win=54272 Len=0"
"1385","103.355908","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1386","103.355981","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=17949 Ack=122068 Win=54016 Len=0"
"1387","103.356299","127.0.0.1","127.0.0.1","TLSv1.3","105","Application Data"
"1388","103.356327","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=122068 Ack=18010 Win=47360 Len=0"
"1389","103.356362","127.0.0.1","127.0.0.1","TLSv1.3","114","Application Data"
"1390","103.356374","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=122068 Ack=18080 Win=47360 Len=0"
"1391","103.985145","127.0.0.1","127.0.0.1","TLSv1.3","148","Application Data"
"1392","103.985198","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=68954 Ack=13330 Win=51968 Len=0"
"1393","103.985454","127.0.0.1","127.0.0.1","TLSv1.3","106","Application Data"
"1394","103.985491","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=13330 Ack=69016 Win=64256 Len=0"
"1395","103.986764","127.0.0.1","127.0.0.1","TCP","56","51177  >  60333 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1396","103.986855","127.0.0.1","127.0.0.1","TCP","56","60333  >  51177 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1397","103.986909","127.0.0.1","127.0.0.1","TCP","44","51177  >  60333 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1398","103.987224","127.0.0.1","127.0.0.1","HTTP/JSON","3254","POST /proxy/unleash/client/metrics HTTP/1.1 , JSON (application/json)"
"1399","103.987252","127.0.0.1","127.0.0.1","TCP","44","60333  >  51177 [ACK] Seq=1 Ack=3211 Win=62208 Len=0"
"1400","103.987598","127.0.0.1","127.0.0.1","TLSv1.3","145","Application Data"
"1401","103.987625","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69016 Ack=13431 Win=51968 Len=0"
"1402","103.987672","127.0.0.1","127.0.0.1","TLSv1.3","451","Application Data"
"1403","103.987692","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69016 Ack=13838 Win=51456 Len=0"
"1404","103.991000","127.0.0.1","127.0.0.1","TLSv1.3","89","Application Data"
"1405","103.991039","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=13838 Ack=69061 Win=64256 Len=0"
"1406","103.991447","127.0.0.1","127.0.0.1","TLSv1.3","616","Application Data"
"1407","103.991486","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=13838 Ack=69633 Win=63488 Len=0"
"1408","103.996574","127.0.0.1","127.0.0.1","TLSv1.3","122","Application Data"
"1409","103.996612","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69633 Ack=13916 Win=51456 Len=0"
"1410","103.996888","127.0.0.1","127.0.0.1","TLSv1.3","82","Application Data"
"1411","103.996921","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=13916 Ack=69671 Win=63488 Len=0"
"1412","103.999062","127.0.0.1","127.0.0.1","TLSv1.3","121","Application Data"
"1413","103.999086","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69671 Ack=13993 Win=51456 Len=0"
"1414","103.999136","127.0.0.1","127.0.0.1","TLSv1.3","694","Application Data"
"1415","103.999151","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69671 Ack=14643 Win=50688 Len=0"
"1416","104.238039","127.0.0.1","127.0.0.1","HTTP","463","HTTP/1.1 202 Accepted "
"1417","104.238086","127.0.0.1","127.0.0.1","TCP","44","51177  >  60333 [ACK] Seq=3211 Ack=420 Win=65024 Len=0"
"1418","104.238202","127.0.0.1","127.0.0.1","TCP","44","60333  >  51177 [FIN, ACK] Seq=420 Ack=3211 Win=62208 Len=0"
"1419","104.238251","127.0.0.1","127.0.0.1","TCP","44","51177  >  60333 [ACK] Seq=3211 Ack=421 Win=65024 Len=0"
"1420","104.239242","127.0.0.1","127.0.0.1","TCP","44","51177  >  60333 [FIN, ACK] Seq=3211 Ack=421 Win=65024 Len=0"
"1421","104.239298","127.0.0.1","127.0.0.1","TCP","44","60333  >  51177 [ACK] Seq=421 Ack=3212 Win=62208 Len=0"
"1422","104.277802","127.0.0.1","127.0.0.1","TLSv1.3","79","Application Data"
"1423","104.277866","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69671 Ack=14678 Win=50688 Len=0"
"1424","104.278903","127.0.0.1","127.0.0.1","TLSv1.3","122","Application Data"
"1425","104.278943","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69671 Ack=14756 Win=50688 Len=0"
"1426","104.279118","127.0.0.1","127.0.0.1","TLSv1.3","82","Application Data"
"1427","104.279145","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=14756 Ack=69709 Win=63488 Len=0"
"1428","104.280694","127.0.0.1","127.0.0.1","TLSv1.3","121","Application Data"
"1429","104.280730","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69709 Ack=14833 Win=50688 Len=0"
"1430","104.280773","127.0.0.1","127.0.0.1","TLSv1.3","694","Application Data"
"1431","104.280788","127.0.0.1","127.0.0.1","TCP","44","60332  >  60347 [ACK] Seq=69709 Ack=15483 Win=49920 Len=0"
"1432","104.355604","127.0.0.1","127.0.0.1","TLSv1.3","566","Application Data"
"1433","104.355654","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=18080 Ack=122590 Win=53504 Len=0"
"1434","104.355944","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1435","104.355972","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=18080 Ack=122621 Win=53504 Len=0"
"1436","104.356463","127.0.0.1","127.0.0.1","TLSv1.3","106","Application Data"
"1437","104.356502","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=122621 Ack=18142 Win=47360 Len=0"
"1438","104.356968","127.0.0.1","127.0.0.1","TLSv1.3","114","Application Data"
"1439","104.356989","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=122621 Ack=18212 Win=47104 Len=0"
"1440","104.449130","127.0.0.1","127.0.0.1","TLSv1.3","570","Application Data"
"1441","104.449177","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=18212 Ack=123147 Win=52992 Len=0"
"1442","104.449400","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1443","104.449442","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=18212 Ack=123178 Win=52992 Len=0"
"1444","104.449818","127.0.0.1","127.0.0.1","TLSv1.3","86","Application Data"
"1445","104.449857","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=123178 Ack=18254 Win=47104 Len=0"
"1446","104.449891","127.0.0.1","127.0.0.1","TLSv1.3","579","Application Data"
"1447","104.449924","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=123178 Ack=18789 Win=46592 Len=0"
"1448","104.466016","127.0.0.1","127.0.0.1","TCP","56","51179  >  60333 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1449","104.466115","127.0.0.1","127.0.0.1","TCP","56","60333  >  51179 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1450","104.466152","127.0.0.1","127.0.0.1","TCP","44","51179  >  60333 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1451","104.466383","127.0.0.1","127.0.0.1","HTTP","575","GET /proxy/unleash/client/features HTTP/1.1 "
"1452","104.466409","127.0.0.1","127.0.0.1","TCP","44","60333  >  51179 [ACK] Seq=1 Ack=532 Win=64768 Len=0"
"1453","104.570507","127.0.0.1","127.0.0.1","TLSv1.3","88","Application Data"
"1454","104.570541","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=15483 Ack=69753 Win=63488 Len=0"
"1455","104.570603","127.0.0.1","127.0.0.1","TLSv1.3","13949","Application Data"
"1456","104.570683","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=15483 Ack=83658 Win=49664 Len=0"
"1457","104.576886","127.0.0.1","127.0.0.1","TLSv1.3","146","Application Data"
"1458","104.576912","127.0.0.1","127.0.0.1","TCP","44","60347  >  60332 [ACK] Seq=15483 Ack=83760 Win=49408 Len=0"
"1459","104.724635","127.0.0.1","127.0.0.1","HTTP","448","HTTP/1.1 304 Not Modified "
"1460","104.724682","127.0.0.1","127.0.0.1","TCP","44","51179  >  60333 [ACK] Seq=532 Ack=405 Win=65024 Len=0"
"1461","104.724808","127.0.0.1","127.0.0.1","TCP","44","60333  >  51179 [FIN, ACK] Seq=405 Ack=532 Win=64768 Len=0"
"1462","104.724833","127.0.0.1","127.0.0.1","TCP","44","51179  >  60333 [ACK] Seq=532 Ack=406 Win=65024 Len=0"
"1463","104.725580","127.0.0.1","127.0.0.1","TCP","44","51179  >  60333 [FIN, ACK] Seq=532 Ack=406 Win=65024 Len=0"
"1464","104.725620","127.0.0.1","127.0.0.1","TCP","44","60333  >  51179 [ACK] Seq=406 Ack=533 Win=64768 Len=0"
"1465","105.367990","127.0.0.1","127.0.0.1","TLSv1.3","566","Application Data"
"1466","105.368037","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=18789 Ack=123700 Win=52480 Len=0"
"1467","105.368227","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1468","105.368252","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=18789 Ack=123731 Win=52480 Len=0"
"1469","105.368535","127.0.0.1","127.0.0.1","TLSv1.3","106","Application Data"
"1470","105.368567","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=123731 Ack=18851 Win=46592 Len=0"
"1471","105.368611","127.0.0.1","127.0.0.1","TLSv1.3","114","Application Data"
"1472","105.368627","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=123731 Ack=18921 Win=46592 Len=0"
"1473","105.972784","127.0.0.1","127.0.0.1","TCP","45","[TCP Keep-Alive] 60340  >  60346 [ACK] Seq=234 Ack=61466 Win=38656 Len=1"
"1474","105.972812","127.0.0.1","127.0.0.1","TCP","56","[TCP Keep-Alive ACK] 60346  >  60340 [ACK] Seq=61466 Ack=235 Win=65280 Len=0 SLE=234 SRE=235"
"1475","106.377092","127.0.0.1","127.0.0.1","TLSv1.3","566","Application Data"
"1476","106.377174","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=18921 Ack=124253 Win=51968 Len=0"
"1477","106.377414","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1478","106.377445","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=18921 Ack=124284 Win=51968 Len=0"
"1479","106.377733","127.0.0.1","127.0.0.1","TLSv1.3","106","Application Data"
"1480","106.377766","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=124284 Ack=18983 Win=46336 Len=0"
"1481","106.377820","127.0.0.1","127.0.0.1","TLSv1.3","114","Application Data"
"1482","106.377843","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=124284 Ack=19053 Win=46336 Len=0"
"1483","106.597135","127.0.0.1","127.0.0.1","TCP","56","61396  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1484","106.597269","127.0.0.1","127.0.0.1","TCP","56","5000  >  61396 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1485","106.597333","127.0.0.1","127.0.0.1","TCP","44","61396  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1486","106.598163","127.0.0.1","127.0.0.1","HTTP","642","POST /api/start_client HTTP/1.1 "
"1487","106.598195","127.0.0.1","127.0.0.1","TCP","44","5000  >  61396 [ACK] Seq=1 Ack=599 Win=64768 Len=0"
"1488","106.620455","127.0.0.1","127.0.0.1","TCP","209","5000  >  61396 [PSH, ACK] Seq=1 Ack=599 Win=64768 Len=165 [TCP PDU reassembled in 1490]"
"1489","106.620520","127.0.0.1","127.0.0.1","TCP","44","61396  >  5000 [ACK] Seq=599 Ack=166 Win=65280 Len=0"
"1490","106.620956","127.0.0.1","127.0.0.1","HTTP/JSON","112","HTTP/1.1 200 OK , JSON (application/json)"
"1491","106.620985","127.0.0.1","127.0.0.1","TCP","44","61396  >  5000 [ACK] Seq=599 Ack=234 Win=65280 Len=0"
"1492","106.621082","127.0.0.1","127.0.0.1","TCP","44","61396  >  5000 [FIN, ACK] Seq=599 Ack=234 Win=65280 Len=0"
"1493","106.621105","127.0.0.1","127.0.0.1","TCP","44","5000  >  61396 [ACK] Seq=234 Ack=600 Win=64768 Len=0"
"1494","106.625314","127.0.0.1","127.0.0.1","TCP","44","5000  >  61396 [FIN, ACK] Seq=234 Ack=600 Win=64768 Len=0"
"1495","106.625376","127.0.0.1","127.0.0.1","TCP","44","61396  >  5000 [ACK] Seq=600 Ack=235 Win=65280 Len=0"
"1496","106.685242","127.0.0.1","127.0.0.1","TLSv1.3","162","Application Data"
"1497","106.685301","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19053 Ack=124402 Win=51712 Len=0"
"1498","107.389393","127.0.0.1","127.0.0.1","TLSv1.3","566","Application Data"
"1499","107.389455","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19053 Ack=124924 Win=51200 Len=0"
"1500","107.389706","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1501","107.389740","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19053 Ack=124955 Win=51200 Len=0"
"1502","107.390005","127.0.0.1","127.0.0.1","TLSv1.3","106","Application Data"
"1503","107.390034","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=124955 Ack=19115 Win=46336 Len=0"
"1504","107.390084","127.0.0.1","127.0.0.1","TLSv1.3","114","Application Data"
"1505","107.390103","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=124955 Ack=19185 Win=46336 Len=0"
"1506","107.529841","127.0.0.1","127.0.0.1","TLSv1.3","162","Application Data"
"1507","107.529894","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19185 Ack=125073 Win=51200 Len=0"
"1508","107.607435","127.0.0.1","127.0.0.1","TCP","56","61398  >  5001 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1509","107.607560","127.0.0.1","127.0.0.1","TCP","56","5001  >  61398 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1510","107.607612","127.0.0.1","127.0.0.1","TCP","44","61398  >  5001 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1511","107.620677","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"1512","107.620734","127.0.0.1","127.0.0.1","TCP","44","5001  >  61398 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"1513","107.689864","127.0.0.1","127.0.0.1","TCP","217","5001  >  61398 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 1515]"
"1514","107.689918","127.0.0.1","127.0.0.1","TCP","44","61398  >  5001 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"1515","107.689958","127.0.0.1","127.0.0.1","HTTP","115","HTTP/1.1 200 OK  (text/html)"
"1516","107.689972","127.0.0.1","127.0.0.1","TCP","44","61398  >  5001 [ACK] Seq=146 Ack=245 Win=65280 Len=0"
"1517","107.690715","127.0.0.1","127.0.0.1","TCP","44","61398  >  5001 [FIN, ACK] Seq=146 Ack=245 Win=65280 Len=0"
"1518","107.690749","127.0.0.1","127.0.0.1","TCP","44","5001  >  61398 [ACK] Seq=245 Ack=147 Win=65280 Len=0"
"1519","107.693719","127.0.0.1","127.0.0.1","TCP","44","5001  >  61398 [FIN, ACK] Seq=245 Ack=147 Win=65280 Len=0"
"1520","107.693766","127.0.0.1","127.0.0.1","TCP","44","61398  >  5001 [ACK] Seq=147 Ack=246 Win=65280 Len=0"
"1521","107.780269","127.0.0.1","127.0.0.1","TLSv1.3","181","Application Data"
"1522","107.780323","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19185 Ack=125210 Win=50944 Len=0"
"1523","107.780681","127.0.0.1","127.0.0.1","TCP","67","60346  >  60340 [PSH, ACK] Seq=61466 Ack=235 Win=65280 Len=23"
"1524","107.780708","127.0.0.1","127.0.0.1","TCP","44","60340  >  60346 [ACK] Seq=235 Ack=61489 Win=38656 Len=0"
"1525","107.780774","127.0.0.1","127.0.0.1","TCP","247","60346  >  60340 [PSH, ACK] Seq=61489 Ack=235 Win=65280 Len=203"
"1526","107.780796","127.0.0.1","127.0.0.1","TCP","44","60340  >  60346 [ACK] Seq=235 Ack=61692 Win=38400 Len=0"
"1527","107.877044","127.0.0.1","127.0.0.1","TCP","56","61399  >  5001 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1528","107.877173","127.0.0.1","127.0.0.1","TCP","56","5001  >  61399 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1529","107.877233","127.0.0.1","127.0.0.1","TCP","44","61399  >  5001 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1530","107.877538","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"1531","107.877570","127.0.0.1","127.0.0.1","TCP","44","5001  >  61399 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"1532","107.992429","127.0.0.1","127.0.0.1","TCP","217","5001  >  61399 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 1534]"
"1533","107.992476","127.0.0.1","127.0.0.1","TCP","44","61399  >  5001 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"1534","107.992512","127.0.0.1","127.0.0.1","HTTP","115","HTTP/1.1 200 OK  (text/html)"
"1535","107.992529","127.0.0.1","127.0.0.1","TCP","44","61399  >  5001 [ACK] Seq=146 Ack=245 Win=65280 Len=0"
"1536","107.993163","127.0.0.1","127.0.0.1","TCP","44","61399  >  5001 [FIN, ACK] Seq=146 Ack=245 Win=65280 Len=0"
"1537","107.993197","127.0.0.1","127.0.0.1","TCP","44","5001  >  61399 [ACK] Seq=245 Ack=147 Win=65280 Len=0"
"1538","107.996648","127.0.0.1","127.0.0.1","TCP","44","5001  >  61399 [FIN, ACK] Seq=245 Ack=147 Win=65280 Len=0"
"1539","107.996694","127.0.0.1","127.0.0.1","TCP","44","61399  >  5001 [ACK] Seq=147 Ack=246 Win=65280 Len=0"
"1540","108.089563","127.0.0.1","127.0.0.1","TLSv1.3","181","Application Data"
"1541","108.089607","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19185 Ack=125347 Win=50944 Len=0"
"1542","108.104801","127.0.0.1","127.0.0.1","TCP","67","60346  >  60340 [PSH, ACK] Seq=61692 Ack=235 Win=65280 Len=23"
"1543","108.104854","127.0.0.1","127.0.0.1","TCP","44","60340  >  60346 [ACK] Seq=235 Ack=61715 Win=38400 Len=0"
"1544","108.104932","127.0.0.1","127.0.0.1","TCP","250","60346  >  60340 [PSH, ACK] Seq=61715 Ack=235 Win=65280 Len=206"
"1545","108.104955","127.0.0.1","127.0.0.1","TCP","44","60340  >  60346 [ACK] Seq=235 Ack=61921 Win=38144 Len=0"
"1546","108.401351","127.0.0.1","127.0.0.1","TLSv1.3","566","Application Data"
"1547","108.401395","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19185 Ack=125869 Win=50432 Len=0"
"1548","108.401571","127.0.0.1","127.0.0.1","TCP","67","60346  >  60340 [PSH, ACK] Seq=61921 Ack=235 Win=65280 Len=23"
"1549","108.401607","127.0.0.1","127.0.0.1","TCP","44","60340  >  60346 [ACK] Seq=235 Ack=61944 Win=38144 Len=0"
"1550","108.401674","127.0.0.1","127.0.0.1","TCP","250","60346  >  60340 [PSH, ACK] Seq=61944 Ack=235 Win=65280 Len=206"
"1551","108.401707","127.0.0.1","127.0.0.1","TCP","44","60340  >  60346 [ACK] Seq=235 Ack=62150 Win=37888 Len=0"
"1552","108.401853","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1553","108.401886","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19185 Ack=125900 Win=50176 Len=0"
"1554","108.402190","127.0.0.1","127.0.0.1","TLSv1.3","106","Application Data"
"1555","108.402221","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=125900 Ack=19247 Win=46080 Len=0"
"1556","108.402268","127.0.0.1","127.0.0.1","TLSv1.3","114","Application Data"
"1557","108.402287","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=125900 Ack=19317 Win=46080 Len=0"
"1558","109.042896","127.0.0.1","127.0.0.1","TCP","56","61400  >  5001 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1559","109.043021","127.0.0.1","127.0.0.1","TCP","56","5001  >  61400 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1560","109.043076","127.0.0.1","127.0.0.1","TCP","44","61400  >  5001 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1561","109.043207","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"1562","109.043233","127.0.0.1","127.0.0.1","TCP","44","5001  >  61400 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"1563","109.409235","127.0.0.1","127.0.0.1","TLSv1.3","566","Application Data"
"1564","109.409284","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19317 Ack=126422 Win=49664 Len=0"
"1565","109.409537","127.0.0.1","127.0.0.1","TLSv1.3","75","Application Data"
"1566","109.409568","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19317 Ack=126453 Win=49664 Len=0"
"1567","109.409847","127.0.0.1","127.0.0.1","TLSv1.3","106","Application Data"
"1568","109.409878","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=126453 Ack=19379 Win=46080 Len=0"
"1569","109.409930","127.0.0.1","127.0.0.1","TLSv1.3","114","Application Data"
"1570","109.409943","127.0.0.1","127.0.0.1","TCP","44","60342  >  60332 [ACK] Seq=126453 Ack=19449 Win=46080 Len=0"
"1571","109.684599","127.0.0.1","127.0.0.1","TCP","217","5001  >  61400 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 1573]"
"1572","109.684653","127.0.0.1","127.0.0.1","TCP","44","61400  >  5001 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"1573","109.684697","127.0.0.1","127.0.0.1","HTTP","115","HTTP/1.1 200 OK  (text/html)"
"1574","109.684713","127.0.0.1","127.0.0.1","TCP","44","61400  >  5001 [ACK] Seq=146 Ack=245 Win=65280 Len=0"
"1575","109.685303","127.0.0.1","127.0.0.1","TCP","44","61400  >  5001 [FIN, ACK] Seq=146 Ack=245 Win=65280 Len=0"
"1576","109.685337","127.0.0.1","127.0.0.1","TCP","44","5001  >  61400 [ACK] Seq=245 Ack=147 Win=65280 Len=0"
"1577","109.688229","127.0.0.1","127.0.0.1","TCP","44","5001  >  61400 [FIN, ACK] Seq=245 Ack=147 Win=65280 Len=0"
"1578","109.688262","127.0.0.1","127.0.0.1","TCP","44","61400  >  5001 [ACK] Seq=147 Ack=246 Win=65280 Len=0"
"1579","109.763249","127.0.0.1","127.0.0.1","TLSv1.3","181","Application Data"
"1580","109.763298","127.0.0.1","127.0.0.1","TCP","44","60332  >  60342 [ACK] Seq=19449 Ack=126590 Win=49664 Len=0"
"1581","109.916290","127.0.0.1","127.0.0.1","TCP","56","61401  >  5001 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1582","109.916393","127.0.0.1","127.0.0.1","TCP","56","5001  >  61401 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1583","109.916434","127.0.0.1","127.0.0.1","TCP","44","61401  >  5001 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1584","109.940320","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"1585","109.940364","127.0.0.1","127.0.0.1","TCP","44","5001  >  61401 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
